"assignment.id","worker.id","trial.num","rule.id","rule.desc","example.num","polarity","string","time"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",2,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"positive","[cat]","1494013982339"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",2,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","cat","1494013991494"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",2,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",5,"positive","[123]","1494013994938"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",2,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",6,"negative","123","1494014004505"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",1,"positive","aaa","1494014029410"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",2,"positive","aaaa","1494014034401"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",3,"positive","aaaaa","1494014037891"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",4,"negative","bbbb","1494014042597"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",5,"negative","ccc","1494014052663"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",6,"negative","aa","1494014056746"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",7,"negative","a","1494014061962"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",8,"negative","aaab","1494014066292"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",4,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",1,"positive","12345","1494014085118"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",4,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",2,"positive","23456","1494014090151"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",4,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",3,"positive","37428","1494014095032"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",4,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",4,"negative","3457385","1494014102021"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",4,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",5,"negative","546932","1494014109714"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",4,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",6,"negative","1254","1494014120507"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",4,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",7,"negative","1234d","1494014126832"
"317HQ483I7SWL3OJG6MC9JHMR7LINV","032d129",4,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",8,"negative","12342a","1494014136975"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",1,"suffix-s","The string must end in <code>s</code>",1,"positive","A$","1494008304742"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",1,"suffix-s","The string must end in <code>s</code>",2,"negative","AB","1494008311373"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",1,"suffix-s","The string must end in <code>s</code>",3,"positive","$$","1494008316508"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",1,"suffix-s","The string must end in <code>s</code>",4,"negative","$B","1494008320793"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",2,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[A]","1494008329768"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",2,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","[A","1494008335416"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",2,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"negative","A]","1494008339440"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",2,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"positive","[]","1494008343928"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",1,"positive","aaa","1494008353360"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",2,"positive","aaaa","1494008358944"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",3,"negative","aa","1494008364777"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",4,"negative","AAA","1494008369689"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",5,"negative","aaA","1494008377628"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",6,"negative","aaaA","1494008381768"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",7,"positive","aaaaa","1494008387604"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",4,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",1,"positive","12345","1494008405932"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",4,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",2,"positive","67890","1494008416676"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",4,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",3,"negative","123456","1494008425848"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",4,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",4,"negative","567890","1494008431732"
"3180JW2OT4COQP2JUOBQR3W0D195J3","ec8b199",4,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",5,"negative","a1234","1494008436796"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",1,"delimiters-2","The last character of the sequence must be <code>]</code>",1,"positive","hdf6]","1495197580499"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",1,"delimiters-2","The last character of the sequence must be <code>]</code>",2,"positive","76#%45]","1495197597388"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",1,"delimiters-2","The last character of the sequence must be <code>]</code>",3,"positive","hcge]","1495197613313"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",1,"delimiters-2","The last character of the sequence must be <code>]</code>",4,"negative","hd64j*","1495197628913"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",1,"delimiters-2","The last character of the sequence must be <code>]</code>",5,"negative","64523","1495197636692"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",2,"zip-code-1","The sequence is exactly 5 characters long",1,"positive","74658","1495197653557"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",2,"zip-code-1","The sequence is exactly 5 characters long",2,"positive","hfyrt","1495197662271"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",2,"zip-code-1","The sequence is exactly 5 characters long",3,"positive","h$5fg","1495197666198"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",2,"zip-code-1","The sequence is exactly 5 characters long",4,"negative","hdjuri","1495197677970"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",2,"zip-code-1","The sequence is exactly 5 characters long",5,"negative","64guy$8","1495197685005"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",2,"zip-code-1","The sequence is exactly 5 characters long",6,"negative","34d","1495197691382"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",3,"3a-1","The sequence must be at least 6 characters long and contain <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) ",1,"positive","aaaaaa","1495197714533"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",3,"3a-1","The sequence must be at least 6 characters long and contain <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) ",2,"positive","aaaaaaa","1495197720061"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",3,"3a-1","The sequence must be at least 6 characters long and contain <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) ",3,"positive","aaaaaaaaa","1495197726608"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",3,"3a-1","The sequence must be at least 6 characters long and contain <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) ",4,"negative","bbbbbb","1495197735018"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",3,"3a-1","The sequence must be at least 6 characters long and contain <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) ",5,"negative","hsytrs","1495197739752"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",3,"3a-1","The sequence must be at least 6 characters long and contain <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) ",6,"negative","7f654367","1495197749166"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",4,"suffix-s-2","The sequence must contain at least one lower case letter",1,"positive","a56738","1495197769104"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",4,"suffix-s-2","The sequence must contain at least one lower case letter",2,"positive","hyf764","1495197775079"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",4,"suffix-s-2","The sequence must contain at least one lower case letter",3,"positive","45j$5","1495197790903"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",4,"suffix-s-2","The sequence must contain at least one lower case letter",4,"negative","G64758","1495197815692"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",4,"suffix-s-2","The sequence must contain at least one lower case letter",5,"negative","876$5","1495197821678"
"31T4R4OBOSGG5FAW8P912JX1FZ4C79","e3ff6fd",4,"suffix-s-2","The sequence must contain at least one lower case letter",6,"negative","45J$5","1495197833186"
"31UV0MXWNQCSVEIDC6QQF2H00MK5IR","76aae7a",1,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",1,"positive","12345","1494014162859"
"31UV0MXWNQCSVEIDC6QQF2H00MK5IR","76aae7a",1,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",2,"negative","fjdl1253","1494014178015"
"31UV0MXWNQCSVEIDC6QQF2H00MK5IR","76aae7a",2,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",1,"positive","aaa","1494014215147"
"31UV0MXWNQCSVEIDC6QQF2H00MK5IR","76aae7a",2,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",2,"negative","g123456f","1494014218252"
"31UV0MXWNQCSVEIDC6QQF2H00MK5IR","76aae7a",3,"suffix-s","The string must end in <code>s</code>",1,"positive","4015i9asdfkljfs","1494014240371"
"31UV0MXWNQCSVEIDC6QQF2H00MK5IR","76aae7a",3,"suffix-s","The string must end in <code>s</code>",2,"negative","dldkfjkl124-4-4444444","1494014253399"
"31UV0MXWNQCSVEIDC6QQF2H00MK5IR","76aae7a",3,"suffix-s","The string must end in <code>s</code>",3,"positive","sad;fk;lk1111s","1494014258661"
"31UV0MXWNQCSVEIDC6QQF2H00MK5IR","76aae7a",3,"suffix-s","The string must end in <code>s</code>",4,"positive","sdlfjljk55s","1494014262292"
"31UV0MXWNQCSVEIDC6QQF2H00MK5IR","76aae7a",3,"suffix-s","The string must end in <code>s</code>",5,"positive","s;dfkl3413s","1494014267060"
"31UV0MXWNQCSVEIDC6QQF2H00MK5IR","76aae7a",3,"suffix-s","The string must end in <code>s</code>",6,"positive","ajk;a;sdf0-->s","1494014270269"
"31UV0MXWNQCSVEIDC6QQF2H00MK5IR","76aae7a",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"negative","asdfasdfasdf","1494014311253"
"31UV0MXWNQCSVEIDC6QQF2H00MK5IR","76aae7a",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","234hase234asdf","1494014314310"
"31UV0MXWNQCSVEIDC6QQF2H00MK5IR","76aae7a",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"positive","[sldfjkj1231-23]","1494014339600"
"31UV0MXWNQCSVEIDC6QQF2H00MK5IR","76aae7a",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"positive","[]","1494014344627"
"31UV0MXWNQCSVEIDC6QQF2H00MK5IR","76aae7a",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",5,"positive","[1]","1494014352391"
"31UV0MXWNQCSVEIDC6QQF2H00MK5IR","76aae7a",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",6,"positive","[sdf123414]","1494014355185"
"326O153BMIYBJMVKVTIISZ70MMKEDX","8248135",1,"3a-1","The sequence must be at least 6 characters long and contain <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) ",1,"positive","aaaaaa","1495198260297"
"326O153BMIYBJMVKVTIISZ70MMKEDX","8248135",1,"3a-1","The sequence must be at least 6 characters long and contain <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) ",2,"positive","aaaaaaaaaaaaaaa","1495198266433"
